Time;air_temperature;dewpoint;wind_direction;wind_speed;ambient_pressure;PM10;PM2.5;;
02/19/2017 11:00;-5.42;-13.11;175.38;0.82;873,97;5.36;1.41;;
02/19/2017 12:00;-5.22;-12.25;185.49;1.52;873,12;5.3;1.51;;
02/19/2017 13:00;-4.68;-11.39;189.92;1.39;872,14;4.39;1.69;;
02/19/2017 14:00;-4.1;-10.69;200.58;1.53;871,56;3.94;1.58;;
02/19/2017 15:00;-3.57;-10.7;191.31;1.5;871,13;3.44;1.5;;
02/19/2017 16:00;-3.02;-10.63;199.45;1.2;870,70;3.49;1.45;;
02/19/2017 17:00;-2.87;-10.57;199.6;0.98;870,43;4.25;1.56;;
02/19/2017 18:00;-3.67;-10.87;193.26;0.98;870,61;3.95;1.63;;
02/19/2017 19:00;-4.95;-11.68;169.31;0.5;870,95;5.01;1.7;;
02/19/2017 20:00;-5.03;-11.31;78.26;0.98;870,77;15.17;2.72;;
02/19/2017 21:00;-5.71;-11.63;58.74;1.25;870,43;14.28;2.76;;
02/19/2017 22:00;-6.35;-12.29;61.86;1.39;870,21;12.42;2.29;;
02/19/2017 23:00;-6.64;-12.58;66.51;1.43;869,75;12.61;2.44;;
02/20/2017 00:00;-7.02;-13.03;44.21;1.37;869,34;10.64;2.27;;
02/20/2017 01:00;-7.59;-13.47;47.38;1.41;869,06;7.13;1.79;;
02/20/2017 02:00;-7.78;-13.6;33.26;1.3;868,73;5.33;1.6;;
02/20/2017 03:00;-7.81;-13.73;33.83;1.15;868,29;5.8;1.74;;
02/20/2017 04:00;-7.78;-14;1.89;1.46;868,12;4.47;1.37;;
02/20/2017 05:00;-8.15;-14.46;358.76;1.17;867,96;6.33;1.56;;
02/20/2017 06:00;-8.34;-14.78;35.18;0.98;867,98;9.47;1.76;;
02/20/2017 07:00;-8.47;-15.05;34.74;1.3;868,21;13.35;1.91;;
02/20/2017 08:00;-8.05;-14.65;27.13;1.2;868,23;18.88;2.4;;
02/20/2017 09:00;-7.07;-13.81;122.06;0.37;867,99;18.36;2.66;;
02/20/2017 10:00;-6.4;-12.96;178.91;1.17;867,98;11.64;2.78;;
02/20/2017 11:00;-5.57;-11.71;187.76;1.4;867,64;6.91;2.55;;
02/20/2017 12:00;-4.67;-10.42;186.85;1.28;866,91;6.15;2.59;;
02/20/2017 13:00;-3.29;-9.66;199.93;1.04;865,95;6.29;2.68;;
02/20/2017 14:00;-2.59;-9.09;201.11;1.22;865,33;6.22;2.56;;
02/20/2017 15:00;-2.22;-8.52;206.98;1.33;864,97;4.78;2.33;;
02/20/2017 16:00;-1.85;-8.16;200.2;1.16;864,73;5.05;2.48;;
02/20/2017 17:00;-2.04;-7.92;194.19;1.12;864,78;5.36;2.67;;
02/20/2017 18:00;-2.95;-7.97;217.45;0.85;865,10;5.38;2.78;;
02/20/2017 19:00;-4.08;-8.26;189.32;0.81;865,32;5.63;3.23;;
02/20/2017 20:00;-5.03;-8.45;203.29;0.56;865,23;5.6;2.91;;
02/20/2017 21:00;-5.31;-8.68;199.14;0.38;865,26;7.43;3.76;;
02/20/2017 22:00;-5.78;-9.28;179.28;0.5;865,30;7.56;3.66;;
02/20/2017 23:00;-5.67;-10.26;63.13;1.4;865,18;14.76;4.31;;
02/21/2017 00:00;-6.01;-11.16;48.96;1.1;865,21;14.26;3.91;;
02/21/2017 01:00;-6.55;-11.85;47.26;1.33;864,98;12.82;3.38;;
02/21/2017 02:00;-6.83;-12.74;40.14;1.18;864,83;9.45;2.73;;
02/21/2017 03:00;-7.06;-13.03;26.38;1.24;864,64;6.34;2.01;;
02/21/2017 04:00;-7.26;-13.4;26.85;0.94;865,03;6.2;1.88;;
02/21/2017 05:00;-8.44;-13.6;143.05;0.3;865,06;7.93;2.52;;
02/21/2017 06:00;-9.57;-13.4;171.96;0.3;865,16;6.68;2.48;;
02/21/2017 07:00;-9.76;-13.49;192.24;0.43;865,63;11.86;2.47;;
02/21/2017 08:00;-9.13;-12.81;219.23;0.3;866,45;12.4;3.18;;
02/21/2017 09:00;-7.43;-11.48;180.11;0.16;866,58;18.44;3.74;;
02/21/2017 10:00;-5.24;-11.16;119.09;0.43;866,50;19.19;3.6;;
02/21/2017 11:00;-4.71;-10.48;183.51;1.12;866,38;9.98;3.31;;
02/21/2017 12:00;-3.61;-9.37;195.55;1.15;866,03;10.1;3.73;;
02/21/2017 13:00;-2.88;-8.6;179.7;1.18;865,55;8.69;3.85;;
02/21/2017 14:00;-2.28;-8.22;190.11;1.09;865,09;8.13;4.08;;
02/21/2017 15:00;-1.79;-7.7;192.86;1.6;864,90;7.34;4.05;;
02/21/2017 16:00;-1.41;-7.26;201.17;1.39;864,93;6.81;4.17;;
02/21/2017 17:00;-1.61;-7.1;205.85;1.14;865,10;7.03;4.2;;
02/21/2017 18:00;-2.4;-7.35;232.9;0.79;865,35;7.03;4.38;;
02/21/2017 19:00;-3.36;-7.71;212.93;0.55;865,52;6.75;4.2;;
02/21/2017 20:00;-4.13;-7.87;173.5;0.61;865,54;9.52;5.03;;
02/21/2017 21:00;-4.89;-8.34;171.31;0.76;865,81;14.14;5.67;;
02/21/2017 22:00;-5.91;-8.83;158.14;0.65;865,68;10.89;6.23;;
02/21/2017 23:00;-6.31;-9.36;159;0.59;865,67;10.63;5.37;;
02/22/2017 00:00;-6.57;-9.32;174.46;0.47;865,57;9.93;6.08;;
02/22/2017 01:00;-7.15;-9.75;201.53;0.32;865,14;8.88;6.07;;
02/22/2017 02:00;-6.16;-9.96;32.78;1.02;864,62;9.1;4.85;;
02/22/2017 03:00;-6.12;-10.24;41.74;1.1;864,53;7.65;4.65;;
02/22/2017 04:00;-7.15;-11.29;185.28;0.15;864,35;9.2;5.08;;
02/22/2017 05:00;-8.95;-11.72;165.14;0.41;864,17;9.06;5.13;;
02/22/2017 06:00;-8.23;-11.18;213.81;0.18;864,35;9.8;4.55;;
02/22/2017 07:00;-6.93;-10.37;279.3;0.63;864,49;22.17;4.96;;
02/22/2017 08:00;-5.97;-9.38;294.47;0.43;864,70;15.04;5.12;;
02/22/2017 09:00;-5.86;-9.55;334.06;0.41;865,29;20.38;5.38;;
02/22/2017 10:00;-5;-8.6;171.55;1.05;865,65;10.64;5.33;;
02/22/2017 11:00;-3.77;-8.76;183.68;1;865,78;13.08;5.35;;
02/22/2017 12:00;-2.67;-7.95;192.67;1.22;865,62;9.66;5.32;;
02/22/2017 13:00;-2.24;-7.43;203.76;1.12;865,26;8.72;5.46;;
02/22/2017 14:00;-1.76;-6.98;184.74;1.43;864,99;8.71;5.58;;
02/22/2017 15:00;-0.86;-6.56;183.48;1.07;865,10;9.59;5.79;;
02/22/2017 16:00;-0.13;-6.12;189.48;1.08;865,26;8.82;5.92;;
02/22/2017 17:00;-0.33;-6.01;184.62;1.16;865,52;9.14;6.2;;
02/22/2017 18:00;-1.08;-6.24;203.58;0.89;865,93;9.99;6.21;;
02/22/2017 19:00;-1.98;-6.67;227.57;0.58;866,25;10.34;6.27;;
02/22/2017 20:00;-2.29;-6.86;214.9;0.72;866,46;13.97;6.66;;
02/22/2017 21:00;-3.08;-6.95;183.75;0.7;866,64;14.52;7.29;;
02/22/2017 22:00;-4.1;-7.25;180.56;0.61;866,71;13.58;7.25;;
02/22/2017 23:00;-4.41;-7.32;126.72;0.52;867,11;13.91;7.27;;
02/23/2017 00:00;-4.21;-7.5;186.57;0.29;867,04;13.15;6.95;;
02/23/2017 01:00;-3.85;-7.01;38.9;1.1;866,88;10.35;6.59;;
02/23/2017 02:00;-3.68;-7.46;14.94;1.56;866,98;8.27;6.2;;
02/23/2017 03:00;-3.77;-8.03;8.7;1.92;866,91;8.05;5.91;;
02/23/2017 04:00;-4.15;-8.76;11.23;1.58;867,07;8.12;5.16;;
02/23/2017 05:00;-4.61;-9.36;2.57;1.75;867,58;7.68;4.35;;
02/23/2017 06:00;-4.75;-9.51;4.44;1.71;868,14;8.98;4.32;;
02/23/2017 07:00;-4.46;-9.03;4.71;1.11;868,56;15.28;4.96;;
02/23/2017 08:00;-3.27;-7.84;4.01;1.23;869,20;13.91;5.42;;
02/23/2017 09:00;-2.3;-7.48;354.35;1.05;869,45;27.79;6.05;;
02/23/2017 10:00;-1.57;-7.4;11.15;0.71;869,88;42.17;6.91;;
02/23/2017 11:00;-0.34;-6.53;190.82;0.68;870,11;23.1;5.92;;
02/23/2017 12:00;0.32;-5.72;211.98;1.08;870,11;11.97;5.09;;
02/23/2017 13:00;1.45;-5.14;212.41;0.8;870,02;10.19;5.1;;
02/23/2017 14:00;2.37;-5.24;188.06;1.77;869,97;8.56;3.79;;
02/23/2017 15:00;3.11;-4.32;172.23;2.01;870,12;9.02;4.74;;
02/23/2017 16:00;3.45;-3.43;200.91;1.02;870,22;9.51;5.92;;
02/23/2017 17:00;3.72;-3.39;174.87;1.66;870,46;10.28;5.49;;
02/23/2017 18:00;2.83;-3.68;201.7;1.08;870,62;9.8;5.05;;
02/23/2017 19:00;1.58;-3.86;244.13;0.91;871,03;10.56;5.35;;
02/23/2017 20:00;0.72;-4.02;193.29;0.5;871,24;11.19;5.79;;
02/23/2017 21:00;0.14;-4.15;226.8;0.66;871,45;14.73;6.36;;
02/23/2017 22:00;-0.76;-4.39;179.04;0.58;871,57;13.79;6.59;;
02/23/2017 23:00;-1.2;-4.93;216.83;0.56;871,79;11.12;5.64;;
02/24/2017 00:00;-1.49;-4.92;186.95;0.31;871,83;13.97;6.09;;
02/24/2017 01:00;-2;-5.17;166.03;0.56;872,08;10.75;5.77;;
02/24/2017 02:00;-1.8;-5.25;257.04;0.54;872,04;11.24;5.87;;
02/24/2017 03:00;-3.02;-6.11;190.38;0.28;871,64;10.13;5.8;;
02/24/2017 04:00;-3.12;-6.06;251.78;0.07;871,55;10.05;6.09;;
02/24/2017 05:00;-2.95;-6.12;200.02;0.27;871,76;8.33;5.29;;
02/24/2017 06:00;-3.67;-6.57;230.73;0.11;872,06;7.71;5.42;;
02/24/2017 07:00;-3.54;-6.41;275.41;0.21;872,48;8.24;5.36;;
02/24/2017 08:00;-4.01;-6.8;208.32;0.19;872,75;8.41;5.56;;
02/24/2017 09:00;-1.47;-5.15;267.9;0.35;873,04;10.11;6.01;;
02/24/2017 10:00;0.96;-3.79;158.19;0.53;872,88;10.59;6.11;;
02/24/2017 11:00;2.57;-3.17;260.91;0.49;872,44;12.27;5.86;;
02/24/2017 12:00;3.26;-2.66;202.92;1.01;871,77;8.85;5.43;;
02/24/2017 13:00;4.17;-2.1;202.34;1.23;871,08;12.58;5.9;;
02/24/2017 14:00;5.06;-1.97;219.14;1.09;870,60;8.62;5.63;;
02/24/2017 15:00;5.59;-1.69;204.91;1.35;870,30;8.26;5.16;;
02/24/2017 16:00;6.07;-1.62;237.69;1.55;870,04;8.13;4.46;;
02/24/2017 17:00;5.99;-1.58;240.48;1.39;869,79;8.87;4.25;;
02/24/2017 18:00;5.39;-2.04;239.15;0.95;869,84;8.56;4.01;;
02/24/2017 19:00;3.83;-3.04;230.43;0.59;870,03;6.78;3.5;;
02/24/2017 20:00;2.94;-3.33;150.22;0.51;870,11;7.4;3.64;;
02/24/2017 21:00;2.62;-3.01;136.4;0.59;870,11;13.93;4.56;;
02/24/2017 22:00;1.76;-3.4;199.12;0.37;869,95;10.05;4.28;;
02/24/2017 23:00;1.56;-3.7;168.03;0.22;869,80;12.88;4.18;;
02/25/2017 00:00;0.78;-3.87;238.2;0.24;869,65;15.48;4.56;;
02/25/2017 01:00;1.64;-3.4;35.37;0.9;869,37;12.97;4.35;;
02/25/2017 02:00;-0.37;-4.54;145.24;0.22;868,97;9.32;3.98;;
02/25/2017 03:00;-0.77;-4.2;328.63;0.2;868,50;6.84;3.72;;
02/25/2017 04:00;0.22;-4.96;354.95;1.16;868,13;5.42;2.54;;
02/25/2017 05:00;0.12;-5.8;359.45;1.2;868,23;6.55;2.44;;
02/25/2017 06:00;-0.15;-5.96;10.19;1.42;868,57;7.04;2.7;;
02/25/2017 07:00;-0.26;-6.09;15.4;1.83;868,95;9.88;3.14;;
02/25/2017 08:00;0.08;-6.07;6.96;1.43;869,31;19.71;3.95;;
02/25/2017 09:00;1.58;-5.33;17.84;1.4;869,34;19.49;4.59;;
02/25/2017 10:00;4.04;-4.23;304.17;0.51;869,07;35.75;10.3;;
02/25/2017 11:00;4.44;-3.6;228.47;0.81;868,72;40.49;16.58;;
02/25/2017 12:00;5.4;-2.72;194.41;0.93;868,60;35.12;16.2;;
02/25/2017 13:00;5.73;-1.78;194.08;1.4;867,83;44.29;16.68;;
02/25/2017 14:00;6.38;-0.98;205.6;1.57;867,38;44.55;16.33;;
02/25/2017 15:00;6.82;-1.02;205.22;1.48;867,10;36.24;15.79;;
02/25/2017 16:00;6.78;-0.8;196.67;1.78;866,86;53.04;16.14;;
02/25/2017 17:00;6.56;-0.63;181.47;1.28;867,06;31.75;16.07;;
02/25/2017 18:00;5.61;-0.45;222.13;0.85;867,44;30.29;15.77;;
02/25/2017 19:00;4.09;-1.3;198.09;0.64;867,87;29.06;15.15;;
02/25/2017 20:00;3.21;-1.97;174.79;0.79;868,10;40.6;15.74;;
02/25/2017 21:00;2.53;-2.52;219.7;0.51;868,38;33.2;15.66;;
02/25/2017 22:00;1.78;-2.5;166.62;0.59;868,33;34.16;17.75;;
02/25/2017 23:00;1.69;-2.5;146.08;0.41;868,38;38.55;16.73;;
02/26/2017 00:00;1.09;-3.07;261.3;0.58;868,06;37.09;16.61;;
02/26/2017 01:00;-0.64;-4.28;174.04;0.46;867,95;32.02;16.43;;
02/26/2017 02:00;-1.35;-4.32;148.6;0.25;867,95;31.6;16.94;;
02/26/2017 03:00;-0.92;-4.14;228.24;0.24;867,57;31.85;17.39;;
02/26/2017 04:00;-2.03;-4.97;172.13;0.17;867,60;30.08;17.02;;
02/26/2017 05:00;-2.39;-5.1;163.23;0.19;867,98;30.87;17.3;;
02/26/2017 06:00;-2.45;-5.16;218.89;0.25;868,55;35.16;17.72;;
02/26/2017 07:00;-2.86;-5.21;163.97;0.35;869,09;37.17;18.2;;
02/26/2017 08:00;-2.27;-4.93;216.6;0.27;869,40;34.85;18.63;;
02/26/2017 09:00;0;-3.59;234.17;0.7;869,47;37.3;18.81;;
02/26/2017 10:00;1.58;-2.84;202.04;0.8;869,46;35.03;18.2;;
02/26/2017 11:00;3.15;-1.9;223.88;0.8;869,11;35.31;18.14;;
02/26/2017 12:00;4.52;-1.34;189.21;0.9;868,57;35.09;17.89;;
02/26/2017 13:00;5.13;-0.86;209.46;1.54;867,82;46.57;17.09;;
02/26/2017 14:00;6.4;-1.27;161.08;1.98;867,21;34.25;16.03;;
02/26/2017 15:00;7.22;-1.45;180.23;1.75;866,92;29.98;15.02;;
02/26/2017 16:00;7.51;-1.27;187.29;2.01;866,85;31.85;14.44;;
02/26/2017 17:00;6.99;-1.17;198.97;1.69;866,87;28.38;13.77;;
02/26/2017 18:00;6.08;-0.52;232.2;1.31;867,07;29.82;14.26;;
02/26/2017 19:00;5.28;-1.79;220.11;0.71;867,37;28.27;13.61;;
02/26/2017 20:00;4.45;-2.77;194.88;0.53;867,66;36.26;13.36;;
02/26/2017 21:00;3.66;-3.21;156.98;0.69;867,87;29.33;13.41;;
02/26/2017 22:00;3.32;-3.41;177.53;0.49;867,82;28.55;13.55;;
02/26/2017 23:00;2.66;-2.97;205.91;0.21;867,80;34.89;14.57;;
02/27/2017 00:00;2.65;-2.76;38.51;0.35;867,75;36.83;15.07;;
02/27/2017 01:00;3.05;-3.33;23.69;1.88;867,73;31.64;13.8;;
02/27/2017 02:00;2.5;-3.43;18.28;2.27;867,72;32.12;14.73;;
02/27/2017 03:00;1.99;-3.39;23.05;2.23;867,78;29.65;15.3;;
02/27/2017 04:00;1.6;-3.5;22.69;2.63;867,83;27.67;15.13;;
02/27/2017 05:00;1.34;-3.59;15.71;2.83;867,90;28.38;15.28;;
02/27/2017 06:00;1;-4.02;13.9;2.29;868,16;29.56;15.08;;
02/27/2017 07:00;0.75;-4.58;10.21;1.74;868,72;36.64;14.86;;
02/27/2017 08:00;1.31;-4.64;23.57;1.56;869,49;46.62;14.91;;
02/27/2017 09:00;2.78;-4.08;25.55;2.33;870,01;40.45;14.45;;
02/27/2017 10:00;4.14;-3.26;21;2.64;870,08;42.98;14.38;;
02/27/2017 11:00;5.53;-2.99;26.86;2.66;865,53;38.78;13.43;;
02/27/2017 12:00;6.65;-3.12;42.05;2.04;865,93;39.46;13.98;;
02/27/2017 13:00;7.28;-3.02;36.66;1.53;866,33;39.6;14.51;;
02/27/2017 14:00;7.79;-3.14;26.56;1.64;866,54;38.72;14.56;;
02/27/2017 15:00;8.09;-2.9;15.98;1.75;866,68;37.85;14.8;;
02/27/2017 16:00;8.33;-2.8;3.75;1.56;866,85;41.13;15;;
02/27/2017 17:00;8.56;-2.2;66.75;0.33;866,88;35.07;14.89;;
02/27/2017 18:00;7.98;-1.56;217.29;0.81;866,99;33.53;14.66;;
02/27/2017 19:00;6.65;-1.32;206.74;0.53;867,11;48.6;15.41;;
02/27/2017 20:00;5.36;-1.74;166.36;0.59;867,22;36.71;15.2;;
02/27/2017 21:00;4.26;-1.57;205.12;0.57;867,15;34.81;15.94;;
02/27/2017 22:00;3.8;-1.43;222.69;0.17;867,29;41.34;17.29;;
02/27/2017 23:00;3.83;-1.42;66.71;0.43;867,52;38.08;16.34;;
02/28/2017 00:00;4.07;-1.55;34.78;1;867,92;38.59;16.89;;
02/28/2017 01:00;3.56;-1.91;13.79;1.27;868,54;38;17;;
02/28/2017 02:00;3.17;-2.2;11.65;1.06;869,14;33.03;16.55;;
02/28/2017 03:00;2.91;-2.11;356.06;0.69;869,43;34.36;16.5;;
02/28/2017 04:00;0.61;-3.34;152.66;0.41;869,42;31.61;17.53;;
02/28/2017 05:00;0.6;-2.98;134.31;0.12;869,14;31.36;18.33;;
02/28/2017 06:00;1.06;-2.82;7.75;0.42;868,94;35.12;17.47;;
02/28/2017 07:00;2.15;-2.61;359.34;1.11;868,47;42.68;17.22;;
02/28/2017 08:00;2.43;-2.6;5.47;1.32;868,15;48.43;17.69;;
02/28/2017 09:00;3.64;-2.61;7.53;1.09;868,06;53.77;18.28;;
02/28/2017 10:00;5.4;-2.25;38.03;0.26;868,09;47.63;18.07;;
02/28/2017 11:00;6.44;-1.83;154.9;0.71;868,18;40.42;17.25;;
02/28/2017 12:00;NULL;NULL;NULL;NULL;868,62;81.21;34.81;;
02/28/2017 13:00;NULL;NULL;NULL;NULL;868,96;76.18;34.95;;
02/28/2017 14:00;NULL;NULL;NULL;NULL;869,16;63.04;31.68;;
02/28/2017 15:00;NULL;NULL;NULL;NULL;869,34;70.45;28.99;;
02/28/2017 16:00;NULL;NULL;NULL;NULL;869,40;55.06;28.19;;
02/28/2017 17:00;NULL;NULL;NULL;NULL;869,24;50.21;23.93;;
02/28/2017 18:00;NULL;NULL;NULL;NULL;869,15;49.29;23.04;;
02/28/2017 19:00;NULL;NULL;NULL;NULL;869,25;64.61;21.02;;
02/28/2017 20:00;NULL;NULL;NULL;NULL;869,23;88.17;23.89;;
02/28/2017 21:00;NULL;NULL;NULL;NULL;869,05;101.41;24.45;;
02/28/2017 22:00;NULL;NULL;NULL;NULL;868,72;126.37;33.22;;
02/28/2017 23:00;NULL;NULL;NULL;NULL;868,80;94.2;33.63;;
03/01/2017 00:00;NULL;NULL;NULL;NULL;868,94;76.32;34.06;;
03/01/2017 01:00;NULL;NULL;NULL;NULL;868,99;65.06;32.55;;
03/01/2017 02:00;NULL;NULL;NULL;NULL;869,03;59;32.58;;
03/01/2017 03:00;NULL;NULL;NULL;NULL;868,96;50.47;31.3;;
03/01/2017 04:00;NULL;NULL;NULL;NULL;868,77;54.05;32.6;;
03/01/2017 05:00;NULL;NULL;NULL;NULL;868,46;52.26;33.56;;
03/01/2017 06:00;NULL;NULL;NULL;NULL;868,07;57.96;33.03;;
03/01/2017 07:00;NULL;NULL;NULL;NULL;867,20;66.46;33.05;;
03/01/2017 08:00;NULL;NULL;NULL;NULL;866,37;141.38;37.61;;
03/01/2017 09:00;NULL;NULL;NULL;NULL;865,60;97.51;36.66;;
03/01/2017 10:00;NULL;NULL;NULL;NULL;865,17;95.24;34.59;;
03/01/2017 11:00;NULL;NULL;NULL;NULL;864,77;106.35;31.28;;
03/01/2017 12:00;NULL;NULL;NULL;NULL;864,40;101.59;30.92;;
03/01/2017 13:00;NULL;NULL;NULL;NULL;864,63;101.78;31.91;;
03/01/2017 14:00;NULL;NULL;NULL;NULL;864,90;92.72;28;;
03/01/2017 15:00;NULL;NULL;NULL;NULL;864,45;89.15;27.63;;
03/01/2017 16:00;NULL;NULL;NULL;NULL;864,57;83.27;25.91;;
03/01/2017 17:00;NULL;NULL;NULL;NULL;864,38;87.02;26.42;;
03/01/2017 18:00;NULL;NULL;NULL;NULL;864,14;88.21;28.99;;
03/01/2017 19:00;NULL;NULL;NULL;NULL;863,88;80.16;29.45;;
03/01/2017 20:00;NULL;NULL;NULL;NULL;863,43;80.19;30.93;;
03/01/2017 21:00;NULL;NULL;NULL;NULL;862,57;81.31;32.38;;
03/01/2017 22:00;NULL;NULL;NULL;NULL;862,90;73.37;28.15;;
03/01/2017 23:00;NULL;NULL;NULL;NULL;862,93;59.85;26.13;;
03/02/2017 00:00;NULL;NULL;NULL;NULL;863,07;57.23;25.55;;
03/02/2017 01:00;NULL;NULL;NULL;NULL;863,37;52.66;25.58;;
03/02/2017 02:00;NULL;NULL;NULL;NULL;862,93;54.19;24.96;;
03/02/2017 03:00;NULL;NULL;NULL;NULL;862,60;48.82;25.22;;
03/02/2017 04:00;NULL;NULL;NULL;NULL;861,63;47.41;26.23;;
03/02/2017 05:00;NULL;NULL;NULL;NULL;860,92;51.27;26.35;;
03/02/2017 06:00;NULL;NULL;NULL;NULL;860,24;46.06;23.64;;
03/02/2017 07:00;NULL;NULL;NULL;NULL;860,06;56.52;24.05;;
03/02/2017 08:00;NULL;NULL;NULL;NULL;860,98;66.11;25.39;;
03/02/2017 09:00;NULL;NULL;NULL;NULL;861,26;66.56;25.7;;
03/02/2017 10:00;NULL;NULL;NULL;NULL;861,66;80.65;26.24;;
03/02/2017 11:00;NULL;NULL;NULL;NULL;860,66;87.46;27.45;;
03/02/2017 12:00;NULL;NULL;NULL;NULL;860,76;96.3;28.36;;
03/02/2017 13:00;NULL;NULL;NULL;NULL;861,28;102.33;31.59;;
03/02/2017 14:00;NULL;NULL;NULL;NULL;861,18;105.89;33.8;;
03/02/2017 15:00;NULL;NULL;NULL;NULL;860,51;94.94;32.15;;
03/02/2017 16:00;NULL;NULL;NULL;NULL;860,76;109.84;31.67;;
03/02/2017 17:00;NULL;NULL;NULL;NULL;860,83;98.18;32.89;;
03/02/2017 18:00;NULL;NULL;NULL;NULL;860,84;113.26;30.78;;
03/02/2017 19:00;NULL;NULL;NULL;NULL;860,94;66.39;25.19;;
03/02/2017 20:00;NULL;NULL;NULL;NULL;861,19;53.55;25.09;;
03/02/2017 21:00;NULL;NULL;NULL;NULL;861,23;45.91;27.26;;
03/02/2017 22:00;NULL;NULL;NULL;NULL;861,70;42.14;26.28;;
03/02/2017 23:00;NULL;NULL;NULL;NULL;862,36;40.72;26.07;;
03/03/2017 00:00;NULL;NULL;NULL;NULL;862,81;40.15;26.35;;
03/03/2017 01:00;NULL;NULL;NULL;NULL;863,47;39.22;25.42;;
03/03/2017 02:00;NULL;NULL;NULL;NULL;864,20;40.59;25.98;;
03/03/2017 03:00;NULL;NULL;NULL;NULL;864,61;40.2;25.83;;
03/03/2017 04:00;NULL;NULL;NULL;NULL;864,33;35.12;20.71;;
03/03/2017 05:00;NULL;NULL;NULL;NULL;863,77;36.53;21.92;;
03/03/2017 06:00;NULL;NULL;NULL;NULL;863,54;37.32;22.42;;
03/03/2017 07:00;NULL;NULL;NULL;NULL;863,37;41.95;25.57;;
03/03/2017 08:00;NULL;NULL;NULL;NULL;863,38;43.36;24.05;;
03/03/2017 09:00;NULL;NULL;NULL;NULL;863,36;42.06;24.16;;
03/03/2017 10:00;NULL;NULL;NULL;NULL;863,26;52.05;27.17;;
03/03/2017 11:00;NULL;NULL;NULL;NULL;863,28;57.64;24.92;;
03/03/2017 12:00;NULL;NULL;NULL;NULL;863,56;67.79;23.64;;
03/03/2017 13:00;NULL;NULL;NULL;NULL;863,93;48.67;23.35;;
03/03/2017 14:00;NULL;NULL;NULL;NULL;864,11;39.74;22.9;;
03/03/2017 15:00;NULL;NULL;NULL;NULL;864,09;36.95;21.98;;
03/03/2017 16:00;NULL;NULL;NULL;NULL;864,01;32.27;18.19;;
03/03/2017 17:00;NULL;NULL;NULL;NULL;863,70;32.49;16.95;;
03/03/2017 18:00;NULL;NULL;NULL;NULL;863,74;38.59;17.59;;
03/03/2017 19:00;NULL;NULL;NULL;NULL;863,84;33.44;17.55;;
03/03/2017 20:00;NULL;NULL;NULL;NULL;863,73;37.83;19.9;;
03/03/2017 21:00;NULL;NULL;NULL;NULL;863,48;39.85;20.66;;
03/03/2017 22:00;NULL;NULL;NULL;NULL;863,23;49.19;26.74;;
03/03/2017 23:00;NULL;NULL;NULL;NULL;862,98;43.31;24.98;;
03/04/2017 00:00;NULL;NULL;NULL;NULL;862,98;52.28;26.09;;
03/04/2017 01:00;NULL;NULL;NULL;NULL;862,99;46.08;24.46;;
03/04/2017 02:00;NULL;NULL;NULL;NULL;862,85;45.64;25.16;;
03/04/2017 03:00;NULL;NULL;NULL;NULL;862,38;42.65;25.2;;
03/04/2017 04:00;NULL;NULL;NULL;NULL;861,82;40.58;23.81;;
03/04/2017 05:00;NULL;NULL;NULL;NULL;861,76;43.13;24.85;;
03/04/2017 06:00;NULL;NULL;NULL;NULL;861,77;42.1;25.05;;
03/04/2017 07:00;NULL;NULL;NULL;NULL;861,10;43.55;24.88;;
03/04/2017 08:00;NULL;NULL;NULL;NULL;860,35;45.31;26.18;;
03/04/2017 09:00;NULL;NULL;NULL;NULL;860,20;70.86;27.27;;
03/04/2017 10:00;NULL;NULL;NULL;NULL;860,15;94.14;28.55;;
03/04/2017 11:00;NULL;NULL;NULL;NULL;860,02;99.44;25.94;;
03/04/2017 12:00;NULL;NULL;NULL;NULL;859,91;105.96;24.26;;
03/04/2017 13:00;NULL;NULL;NULL;NULL;860,48;101.35;23.18;;
03/04/2017 14:00;NULL;NULL;NULL;NULL;860,97;72.95;23.85;;
03/04/2017 15:00;NULL;NULL;NULL;NULL;861,27;111.52;25.48;;
03/04/2017 16:00;NULL;NULL;NULL;NULL;861,38;92.35;23.18;;
03/04/2017 17:00;NULL;NULL;NULL;NULL;861,36;55.08;21.28;;
03/04/2017 18:00;NULL;NULL;NULL;NULL;861,39;41.15;18.21;;
03/04/2017 19:00;NULL;NULL;NULL;NULL;861,39;61.11;19.65;;
03/04/2017 20:00;NULL;NULL;NULL;NULL;861,15;52.54;17.43;;
03/04/2017 21:00;NULL;NULL;NULL;NULL;860,85;73.72;18.99;;
03/04/2017 22:00;NULL;NULL;NULL;NULL;860,69;43.94;17.73;;
03/04/2017 23:00;NULL;NULL;NULL;NULL;860,95;37.93;18.27;;
03/05/2017 00:00;NULL;NULL;NULL;NULL;861,40;48.42;18.73;;
03/05/2017 01:00;NULL;NULL;NULL;NULL;861,90;41.47;19.2;;
03/05/2017 02:00;NULL;NULL;NULL;NULL;862,28;39.31;21.31;;
03/05/2017 03:00;NULL;NULL;NULL;NULL;862,59;41.97;24.18;;
03/05/2017 04:00;NULL;NULL;NULL;NULL;862,64;45.38;25.1;;
03/05/2017 05:00;NULL;NULL;NULL;NULL;862,57;51.43;26.03;;
03/05/2017 06:00;NULL;NULL;NULL;NULL;862,10;79.65;20.5;;
